"Story","Title","Result","Date","Stability","Duration (s)"
"C08 f01 s001 get catalog list","C08-F01-S001-01 Test get category list","SUCCESS","2017-10-30T16:08:29.689Z","0.0","2.7"
"C08 f01 s002 get offering list","C08-F01-S002-01 Test get offering list belongs to catalog","SUCCESS","2017-10-30T16:47:30.494Z","0.0","29.39"
"C08 f01 s003 get offering detail","C08-F01-S003-01 Test get offering detail information","SUCCESS","2017-10-30T16:48:00.894Z","0.0","2.9"
"C08 f01 s004 get service list","C08-F01-S004-01 Test get service list belongs to catalog","SUCCESS","2017-10-30T16:48:03.888Z","0.0","1.8"
"C08 f01 s005 get featured offerings","C08-F01-S005-01 Test get featured offering belongs to catalog","SUCCESS","2017-10-30T16:48:05.795Z","0.0","3.29"
"C08 f01 s006 get catalog detail","C08-F01-S006-01 Test get category detail information","SUCCESS","2017-10-30T16:48:09.282Z","0.0","1.7"
"C08 f01 s008 get offering price","C08-F01-S008-01 Test get offering price","SUCCESS","2017-10-30T16:48:13.885Z","0.0","1.22"
"C08 f01 s009 get full category","C08-F01-S009-01 Test get full category structure","SUCCESS","2017-10-30T16:48:15.184Z","0.0","1.5"
"C08 f01 s010 add to cart","C08-F01-S010-01 Test add offering to cart","SUCCESS","2017-10-30T16:48:16.883Z","0.0","3.61"
"C08 f01 s011 update cart item quantity","C08-F01-S011-01 Test update item quantity in cart","SUCCESS","2017-10-30T16:48:20.584Z","0.0","3.82"
"C08 f02 s001 submit service request","C08-F02-S001-01 Test submit a order without form on service offering","SUCCESS","2017-10-30T16:48:24.414Z","0.0","2.26"
"C08 f02 s002 submit support request","C08-F02-S002-01 Test submit a generic support request","SUCCESS","2017-10-30T16:48:26.689Z","0.0","1.21"
"C08 f02 s003 submit cart order","C08-F02-S003-01 Test submit a cart order","SUCCESS","2017-10-30T16:48:27.987Z","0.0","3.28"
"C08 f03 s001 get chat status","C08-F03-S001-01 Test chat functionality is enabled","SUCCESS","2017-10-30T16:09:10.559Z","0.0","0.73"
"C08 f04 s001 auto suggested search","C08-F04-S001-01 Test auto suggested search only article and news","SUCCESS","2017-10-30T16:09:11.296Z","0.0","2.86"
"C08 f04 s001 auto suggested search","C08-F04-S001-02 Test auto suggested search only service offering","SUCCESS","2017-10-30T16:09:14.161Z","0.0","0.83"
"C08 f04 s001 auto suggested search","C08-F04-S001-03 Test auto suggested search only support offering","SUCCESS","2017-10-30T16:09:14.997Z","0.0","1.22"
"C08 f04 s002 search","C08-F04-S002-01 Test search","SUCCESS","2017-10-30T16:09:16.227Z","0.0","1.73"
"C08 f04 s003 search view article","C08-F04-S003-01 Test view article in search result","SUCCESS","2017-10-30T16:09:17.965Z","0.0","4.02"
